CustomerID,Country,State,City,Zip Code,Phone Number,Lat Long,Gender,Senior Citizen,Age,Birthday,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Number of Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,CLTV,Churn Reason,Name,Churn Score
1265-HVPZB,United States,California,Winnetka,91306,555-792-1569,"34.209532, -118.577563",Male,No,32,11/29,Yes,No,59,Yes,No,,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),66.4,3958.2,0,6432,,Teresa Chapman,49
4115-UMJFQ,United States,California,West Hills,91307,555-426-2949,"34.199787, -118.68493",Male,No,24,10/4,No,No,69,No,No phone service,,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),35.75,2492.25,0,4043,,Duane Brown,23
7369-TRPFD,United States,California,Chatsworth,91311,555-495-6468,"34.294142, -118.603883",Male,No,21,10/12,No,No,19,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.8,279.2,0,2916,,Jill Greene,25
1098-KFQEC,United States,California,Encino,91316,555-172-1946,"34.150354, -118.518292",Female,No,58,1/3,Yes,Yes,55,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1083,0,5366,,James Big,25
7190-XHTWJ,United States,California,Newbury Park,91320,555-938-1106,"34.172071, -118.946262",Female,No,64,5/24,No,No,38,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.3,755.5,0,4705,,Albert Jacob,76
5296-BFCYD,United States,California,San Fernando,91340,555-132-8916,"34.286131, -118.435969",Male,No,46,9/29,Yes,Yes,46,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.1,936.85,0,3392,,Rodger Bassett,58
9359-JANWS,United States,California,North Hills,91343,555-145-1895,"34.238802, -118.482296",Female,No,65,1/26,Yes,No,65,Yes,No,,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),58.9,3857.1,0,5657,,Betty Harris,32
3279-DYZQM,United States,California,Santa Clarita,91350,555-489-1955,"34.502432, -118.41459",Male,No,32,1/31,Yes,Yes,71,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.45,1378.45,0,5497,,Carl Petry,34
9575-IWCAZ,United States,California,Valencia,91354,555-219-5607,"34.457005, -118.573726",Male,No,43,1/21,Yes,No,6,Yes,Yes,4,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.1,171,0,5161,,Peter Cavanagh,75
7940-UQQUG,United States,California,Thousand Oaks,91360,555-310-6545,"34.214054, -118.88109",Female,No,34,5/24,Yes,Yes,64,Yes,Yes,1,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.4,6721.6,0,5133,,Marcus Compton,38
3961-SXAXY,United States,California,Thousand Oaks,91362,555-989-6031,"34.191842, -118.822796",Male,No,33,6/25,No,No,1,Yes,No,,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.05,44.05,0,5925,,Sarah Kless,75
7010-BRBUU,United States,California,Woodland Hills,91364,555-761-4110,"34.153733, -118.593408",Male,No,25,8/18,Yes,Yes,72,Yes,Yes,2,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.1,1734.65,0,4264,,Michael Olson,71
3566-HJGPK,United States,California,Woodland Hills,91367,555-459-3755,"34.178068, -118.615714",Male,No,31,9/10,No,No,1,Yes,No,,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.55,45.55,0,3173,,Evelyn Bishop,47
6394-MFYNG,United States,California,Solana Beach,92075,555-907-7038,"33.001813, -117.263628",Female,No,24,1/1,No,No,48,Yes,Yes,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.4,5121.3,1,4956,Attitude of support person,Steven Hardeman,31
9938-PRCVK,United States,California,Stevenson Ranch,91381,555-780-4553,"34.364153, -118.615583",Female,No,65,3/2,Yes,Yes,41,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,804.25,0,2902,,Elva Cox,58
0973-KYVNF,United States,California,Castaic,91384,555-848-2077,"34.506627, -118.699048",Female,No,26,4/28,Yes,No,72,Yes,No,,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),70.65,5011.15,0,5176,,Steve Hampshire,39
5129-HHMZC,United States,California,Van Nuys,91401,555-372-1584,"34.178483, -118.431791",Female,No,36,6/24,Yes,No,43,Yes,Yes,3,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.45,3574.5,0,3110,,Phyllis Wilde,51
9637-CDTKZ,United States,California,Panorama City,91402,555-661-1853,"34.223768, -118.445461",Male,No,35,7/23,Yes,No,72,Yes,Yes,4,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.1,8086.4,0,4965,,Cathy Richardson,28
3946-JEWRQ,United States,California,Sherman Oaks,91403,555-310-9856,"34.147149, -118.463365",Male,No,43,3/19,Yes,No,47,Yes,Yes,4,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.2,4563,0,4977,,Norma Vigue,52
7873-CVMAW,United States,California,Van Nuys,91405,555-695-2228,"34.202494, -118.448048",Male,No,17,3/28,No,No,72,Yes,Yes,5,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.55,6362.35,0,6468,,Janis Lang,63
0463-WZZKO,United States,California,Van Nuys,91406,555-302-8729,"34.195685, -118.490752",Male,No,32,1/19,No,No,3,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.75,67.1,0,2406,,Susan Sykes,23
4524-QCSSM,United States,California,Encino,91436,555-991-7667,"34.152875, -118.486056",Male,No,31,5/22,No,No,26,No,No phone service,,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),44.65,1156.55,0,4512,,Casey Hornlein,40
5832-EXGTT,United States,California,Burbank,91501,555-220-2306,"34.188339, -118.300942",Male,No,51,12/11,Yes,Yes,29,Yes,No,,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,60.2,1834.15,0,5517,,Randy Islam,26
2039-JONDJ,United States,California,Burbank,91504,555-458-3165,"34.213049, -118.317651",Male,No,62,11/26,No,No,27,Yes,No,,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),55.45,1477.65,0,3616,,Florence Conti,78
7217-JYHOQ,United States,California,Burbank,91505,555-145-8514,"34.174215, -118.345928",Male,No,32,6/10,Yes,Yes,24,Yes,No,,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),70.3,1706.45,0,3359,,Valeria Phillip,79
6695-FRVEC,United States,California,Burbank,91506,555-641-3329,"34.169706, -118.323548",Male,No,26,12/12,Yes,No,67,Yes,No,,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),60.4,3953.7,0,5356,,Jill Russell,27
9894-QMIMJ,United States,California,North Hollywood,91602,555-162-9996,"34.15136, -118.364786",Female,No,40,8/20,No,No,23,Yes,No,,DSL,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),55.8,1327.85,0,2499,,Daniel Wells,59
8069-YQQAJ,United States,California,Studio City,91604,555-104-3147,"34.139082, -118.39275",Male,No,36,12/21,No,No,14,No,No phone service,,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,31.1,419.7,0,3448,,Michael Smith,49
3466-WAESX,United States,California,Rancho Cucamonga,91701,555-684-1975,"34.132275, -117.611478",Male,No,25,5/26,No,Yes,16,Yes,Yes,1,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.1,1083.7,0,5172,,Mary Calderon,74
9281-PKKZE,United States,California,Azusa,91702,555-779-1044,"34.174493, -117.87068",Female,No,38,11/30,Yes,No,46,No,No phone service,,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,43.95,2007.85,0,4818,,Micheal Colantro,32
3638-VBZTA,United States,California,Baldwin Park,91706,555-148-2921,"34.098275, -117.967399",Male,No,51,12/2,No,No,68,Yes,Yes,2,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.5,5882.75,0,4280,,Gary Zook,34
7459-IMVYU,United States,California,Chino Hills,91709,555-870-3347,"33.942895, -117.725644",Male,No,59,2/8,No,No,38,Yes,Yes,3,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,69.95,2657.55,0,5858,,Carl Pinell,74
8155-IBNHG,United States,California,San Diego,92103,555-103-9190,"32.747484, -117.166877",Female,No,50,10/24,Yes,No,24,Yes,Yes,4,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.4,1747.85,1,2325,Attitude of support person,Scott Brown,42
0754-EEBDC,United States,California,Covina,91723,555-193-3724,"34.084747, -117.886844",Male,No,15,4/14,Yes,Yes,4,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,76.65,0,2347,,James Price,36
5777-ZPQNC,United States,California,Covina,91724,555-837-1386,"34.08111, -117.853935",Female,No,52,7/22,No,No,12,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.15,260.7,0,4628,,Ronald Hoium,78
1951-IEYXM,United States,California,Rancho Cucamonga,91730,555-745-8777,"34.10097, -117.57882",Male,No,16,4/9,Yes,No,72,Yes,Yes,5,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.6,6441.85,0,4528,,Maria Quijada,67
8083-YTZES,United States,California,San Diego,92113,555-867-4337,"32.697098, -117.116587",Male,No,20,7/29,No,No,4,Yes,Yes,3,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,265.35,1,3622,Attitude of support person,Marvin Semmes,28
2361-FJWNO,United States,California,Rancho Cucamonga,91737,555-434-9918,"34.245289, -117.642503",Male,No,15,9/2,No,No,40,No,No phone service,,DSL,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),36,1382.9,0,5323,,Julissa Treaster,27
2272-UOINI,United States,California,Rancho Cucamonga,91739,555-249-9301,"34.133809, -117.523724",Female,No,54,5/25,No,No,7,Yes,No,,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,78.5,571.05,0,3601,,Marguerite Simpson,62
8232-UTFOZ,United States,California,Glendora,91740,555-778-7748,"34.119363, -117.855059",Male,No,54,11/20,No,No,69,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.95,1399.35,0,4328,,Andrew Crook,44
3750-YHRYO,United States,California,Glendora,91741,555-639-1976,"34.14649, -117.849815",Male,No,39,10/9,Yes,No,7,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,150,0,2874,,Edward Mitchell,63
6637-KYRCV,United States,California,La Puente,91744,555-578-8793,"34.031441, -117.936436",Female,No,65,8/30,Yes,Yes,5,No,No phone service,,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.5,167.2,0,5973,,James Doonan,48
5668-MEISB,United States,California,Hacienda Heights,91745,555-303-3083,"33.998471, -117.973758",Female,No,23,12/29,Yes,Yes,72,Yes,Yes,2,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),106.1,7657.4,0,5146,,Susan Keplin,76
0129-QMPDR,United States,California,La Puente,91746,555-619-4177,"34.038983, -117.991372",Male,No,45,3/26,Yes,No,44,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.5,865.05,0,3093,,Terry Stacy,30
7188-CBBBA,United States,California,Rowland Heights,91748,555-299-6262,"33.976753, -117.897367",Female,No,65,2/14,No,No,65,Yes,Yes,3,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,95.5,6153.85,0,6153,,Ethel Mcgraw,31
5356-CSVSQ,United States,California,La Verne,91750,555-967-7177,"34.144703, -117.770299",Female,No,37,2/17,No,No,3,Yes,Yes,1,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,64.6,174.2,0,5277,,Jane Tate,39
3221-CJMSG,United States,California,Mira Loma,91752,555-688-1803,"33.999992, -117.535395",Male,No,24,8/29,No,No,24,Yes,No,,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),51.1,1269.6,0,2515,,Horacio Eshelman,40
2801-NISEI,United States,California,Mt Baldy,91759,555-836-7333,"34.231318, -117.662032",Male,No,24,1/26,No,No,24,Yes,No,,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.95,1348.5,0,3407,,Bradley Oberg,65
4623-ZKHLY,United States,California,Ontario,91762,555-631-9268,"34.057256, -117.667677",Male,No,52,3/12,Yes,No,22,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.45,471.55,0,3727,,Dwight Vetter,74
6732-VAILE,United States,California,Montclair,91763,555-628-3060,"34.072121, -117.698319",Male,No,15,7/19,Yes,No,70,Yes,Yes,1,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.95,5931.75,0,6354,,Justin Jackson,24
8201-AAXCB,United States,California,Ontario,91764,555-826-2848,"34.074087, -117.605618",Male,No,34,2/3,Yes,Yes,25,Yes,Yes,1,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,60.35,1404.65,0,3192,,Martin Steveson,46
7696-CFTAT,United States,California,Diamond Bar,91765,555-416-4702,"33.992416, -117.807874",Male,No,32,4/16,Yes,Yes,37,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.8,726.1,0,2745,,Kathleen Brinkman,71
3976-BWUCK,United States,California,San Diego,92130,555-284-4252,"32.957195, -117.202542",Female,No,61,9/10,Yes,No,30,Yes,Yes,4,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),94.1,2804.45,1,5255,Attitude of service provider,Daniel Liedke,57
2123-VSCOT,United States,California,Pomona,91767,555-399-8545,"34.083086, -117.737997",Female,No,47,8/8,Yes,No,59,Yes,Yes,2,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),72.1,4194.85,0,6225,,Kimberly Henry,60
3585-ISXZP,United States,California,Indio,92201,555-622-9854,"33.713891, -116.237257",Female,No,53,5/25,No,No,8,Yes,Yes,5,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),95.65,778.1,1,5335,Attitude of support person,Basil Ross,28
2792-VPPET,United States,California,San Gabriel,91776,555-336-2702,"34.089927, -118.095645",Male,No,31,3/16,No,No,3,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.5,76.95,0,5296,,Shirley Lara,66
7409-JURKQ,United States,California,Temple City,91780,555-953-7664,"34.101608, -118.055848",Female,No,60,5/23,Yes,No,53,Yes,Yes,2,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),111.8,5809.75,0,5713,,Candace Brady,76
3247-MHJKM,United States,California,Upland,91784,555-640-5514,"34.141146, -117.655583",Male,No,49,5/17,No,No,1,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,20.2,0,3586,,Eleanor Gomez,35
1964-SVLEA,United States,California,Upland,91786,555-815-6824,"34.105493, -117.660934",Male,No,40,10/11,No,No,20,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.7,415.9,0,2860,,Sharon Christensen,41
7297-DVYGA,United States,California,West Covina,91790,555-124-8840,"34.066964, -117.937007",Female,No,34,4/11,No,No,51,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,996.95,0,5089,,Timothy Cross,65
2239-CGBUZ,United States,California,West Covina,91791,555-933-7636,"34.061634, -117.893169",Female,No,44,5/16,Yes,No,51,Yes,No,,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),60.5,3145.15,0,4207,,Mark Mathis,80
0854-UYHZD,United States,California,West Covina,91792,555-875-2612,"34.024405, -117.898722",Female,No,26,3/17,Yes,Yes,13,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,265.3,0,2816,,Billy Jolicoeur,62
7243-LCGGZ,United States,California,Alhambra,91801,555-438-9540,"34.090925, -118.128164",Female,No,25,4/20,No,No,1,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,20.9,0,3901,,Robert Frank,20
8267-KFGYD,United States,California,Alhambra,91803,555-159-6492,"34.074736, -118.145959",Male,No,43,10/2,No,Yes,1,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.05,21.05,0,3389,,Justin Guy,26
4890-VMUAV,United States,California,Alpine,91901,555-984-5083,"32.827184, -116.703729",Male,No,44,5/6,No,No,63,Yes,Yes,2,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,71.5,4576.3,0,5342,,Robert Kramer,46
9261-WDCAF,United States,California,Bonita,91902,555-122-1048,"32.67117, -117.00232",Male,No,57,3/29,No,No,3,Yes,No,,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,54.65,189.1,0,2168,,Adam Mock,23
3764-MNMOI,United States,California,Boulevard,91905,555-264-8478,"32.677097, -116.304991",Male,No,18,7/10,No,No,46,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.2,908.15,0,2776,,Cheryl Martinez,35
7442-YGZFK,United States,California,Campo,91906,555-500-9261,"32.673483, -116.472863",Male,No,17,6/20,No,No,1,Yes,Yes,1,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.8,49.8,0,4796,,Patricia Galindo,70
8229-BUJHX,United States,California,Chula Vista,91911,555-360-9861,"32.607964, -117.059459",Female,No,56,7/15,Yes,Yes,71,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,1500.95,0,4941,,Antonio Gross,48
0093-XWZFY,United States,California,Desert Hot Springs,92241,555-185-8450,"33.832799, -116.250973",Male,No,47,2/8,No,No,40,Yes,Yes,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.5,4036.85,1,2832,Competitor had better devices,Thomas Eberly,78
5504-WSIUR,United States,California,Chula Vista,91914,555-624-7765,"32.688506, -116.938632",Female,No,45,3/8,No,No,70,Yes,Yes,4,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),90.25,6385.95,0,5327,,Roger Solberg,73
8466-PZBLH,United States,California,Descanso,91916,555-497-1323,"32.912664, -116.635387",Male,No,40,6/12,Yes,Yes,67,Yes,Yes,4,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),104.6,6885.75,0,4743,,Roland Howard,76
8735-IJJEG,United States,California,Guatay,91931,555-818-3331,"32.857946, -116.561917",Male,No,29,8/7,Yes,No,14,Yes,No,,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),50.2,668.85,0,4253,,Damien Williams,80
7703-ZEKEF,United States,California,Heber,92249,555-940-1292,"32.730583, -115.501083",Male,No,33,10/27,No,No,23,Yes,Yes,2,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81,1917.1,1,5701,Competitor offered more data,Christina Ludwig,69
1122-JWTJW,United States,California,Ocotillo,92259,555-634-2290,"32.698964, -115.886656",Male,No,27,9/19,Yes,Yes,1,Yes,No,,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.65,70.65,1,3463,Competitor had better devices,Mark Hine,56
0019-EFAEP,United States,California,La Mesa,91942,555-130-9364,"32.782501, -117.01611",Female,No,34,11/27,No,No,72,Yes,Yes,2,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),101.3,7261.25,0,5513,,Dennis Ledford,21
5619-PTMIK,United States,California,Lemon Grove,91945,555-654-5251,"32.733564, -117.033713",Female,No,65,1/22,Yes,No,46,Yes,Yes,3,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,53.1,2459.8,0,3358,,Bernard Palmer,77
0639-TSIQW,United States,California,White Water,92282,555-943-5714,"33.972293, -116.654195",Female,No,63,4/24,No,No,67,Yes,Yes,2,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),102.95,6886.25,1,5620,Competitor offered more data,Larry Velez,35
5882-CMAZQ,United States,California,National City,91950,555-936-3642,"32.67102, -117.095235",Female,No,48,5/4,Yes,Yes,5,No,No phone service,,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,34.25,163.55,0,5100,,Monique Allen,39
1452-KIOVK,United States,California,Los Angeles,90007,555-640-8061,"34.027337, -118.28515",Male,No,55,10/29,No,Yes,22,Yes,Yes,4,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.1,1949.4,0,4459,,Michael Capizzi,47
4445-KWOKW,United States,California,Potrero,91963,555-696-3466,"32.619465, -116.593605",Female,No,43,6/12,No,No,42,Yes,Yes,4,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),60.15,2421.6,0,5988,,William Sweeney,57
3511-APPBJ,United States,California,Spring Valley,91977,555-975-9900,"32.726627, -116.994608",Male,No,50,10/21,No,No,23,Yes,No,,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.95,2292.75,0,3515,,Jeffrey Martinez,26
5129-JLPIS,United States,California,Los Angeles,90016,555-810-1838,"34.028331, -118.354338",Male,No,38,12/13,No,No,25,Yes,No,,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,2686.05,0,5822,,Jesus Lacey,35
2430-RRYUW,United States,California,Tecate,91980,555-773-8335,"32.587557, -116.636816",Male,No,62,5/9,No,No,66,Yes,No,,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,54.8,3465.7,0,4621,,Joel Martin,64
5447-WZAFP,United States,California,Carlsbad,92008,555-954-2248,"33.148116, -117.306043",Female,No,35,2/6,No,No,53,Yes,No,,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,100.3,5200.8,0,5377,,Bernardo Harwell,35
5110-CHOPY,United States,California,Carlsbad,92009,555-236-3899,"33.098018, -117.258203",Female,No,55,4/1,No,No,60,No,No phone service,,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,53.6,3237.05,0,4173,,Joy Eoff,54
4425-OWHWB,United States,California,El Cajon,92019,555-331-1073,"32.785165, -116.862648",Female,No,40,2/2,No,No,20,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.35,433.75,0,5811,,Ethel Lavallee,66
4183-MYFRB,United States,California,Los Angeles,90021,555-690-4025,"34.029043, -118.239504",Female,No,65,3/26,No,No,21,Yes,No,,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,1862.9,0,5982,,Ruth Rahim,22
9675-ICXCT,United States,California,El Cajon,92021,555-874-6258,"32.832706, -116.873258",Male,No,57,6/12,Yes,No,72,Yes,No,,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,80.8,5728.55,0,4689,,Earl Duryea,51
4703-MQYKT,United States,California,Escondido,92025,555-116-9651,"33.081478, -117.033814",Male,No,40,2/14,No,No,21,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,390.4,0,4562,,Robert Draughn,65
6572-ADKRS,United States,California,Los Angeles,90040,555-982-7584,"33.994524, -118.149953",Female,No,65,3/8,No,No,46,Yes,No,,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),74.8,3548.3,0,3395,,Steven Gilbert,57
0602-DDUML,United States,California,Fallbrook,92028,555-283-1446,"33.362575, -117.299644",Female,No,36,7/22,No,No,57,Yes,No,,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,69.75,3894.4,0,4487,,Sara Willner,75
2208-MPXIO,United States,California,Escondido,92029,555-561-4461,"33.079834, -117.134275",Female,No,53,9/6,Yes,Yes,45,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20,886.4,0,5169,,Katy Tyska,25
3714-NTNFO,United States,California,Los Angeles,90048,555-255-8608,"34.072945, -118.37267",Female,No,31,11/11,No,No,49,Yes,Yes,3,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.5,3906.7,0,6434,,Janet Oleary,28
3190-FZATL,United States,California,Lakeside,92040,555-923-5049,"32.909873, -116.906774",Male,No,56,6/10,No,Yes,14,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,268.4,0,5770,,George Aldridge,75
7336-RLLRH,United States,California,Oceanside,92054,555-875-8139,"33.351059, -117.420557",Male,No,41,10/13,Yes,No,27,Yes,Yes,2,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,80.85,2204.35,0,4732,,Catherine Barksdale,63
7710-JSYOA,United States,California,Pala,92059,555-221-4704,"33.384345, -117.072619",Female,No,31,7/18,Yes,Yes,69,Yes,Yes,2,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),93.3,6398.05,0,5205,,Shirley Sorg,39
9885-MFVSU,United States,California,Poway,92064,555-450-8744,"32.984395, -117.013454",Female,No,28,4/1,Yes,No,35,No,No phone service,,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),46.35,1662.05,0,4577,,Clayton Gowers,59
0607-MVMGC,United States,California,Ranchita,92066,555-593-9319,"33.215251, -116.53633",Male,No,38,2/23,Yes,No,45,Yes,Yes,3,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),78.75,3600.65,0,2595,,Jill Ford,79
0434-CSFON,United States,California,Los Angeles,90071,555-730-7948,"34.052917, -118.255178",Female,No,17,6/13,Yes,No,47,Yes,Yes,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,4707.1,0,4488,,Kimberly Serisky,47
8022-BECSI,United States,California,Santa Ysabel,92070,555-173-9017,"33.174725, -116.743329",Male,No,31,6/13,No,No,22,Yes,No,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,422.5,0,2203,,Keith Velasco,41
